website,city,addr,metro,area,country,lon,name,phone,lat,email,desc
Отсутствует,Киев,"г. Киев, ул. Красноармейская, 129",Лыбедская,Печерский,Украина,50.46,"Аптека ""Альбина""",,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Мельникова, 5б",Лукъяновская,Шевченковcкий,Украина,50.46,"Аптека ""Авесана""",489-46-61,30.50,Отсутствует,
Отсутствует,Полтава,"г. Полтава, ул. Энгельса 27-а",Отсутствует,Отсутствует,Украина,50.46,"Аптека ""Юнсон""",(05322) 26-093,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Полтава,"г. Полтава, ул. Калинина 36",Отсутствует,Отсутствует,Украина,50.46,"Аптека ""Юнсон""",(05322) 54-098,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Донецк,"г. Донецк, бул. Шевченко, 26",Отсутствует,Калининский,Украина,50.46,"Аптека ""Юзовские аптеки""",(0622) 95-24-86,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, ул. Грязнова 76",Отсутствует,Жовтневый,Украина,50.46,"Аптека ""Юва""",(061) 269-2176,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Космическая 12",Отсутствует,Комунарский,Украина,50.46,"Аптека ""Элит-фарм""",(0612) 962-679,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Донецк,"г. Донецк, ул. Кисловодская 2",Отсутствует,Куйбишевский,Украина,50.46,"Аптека ""Фармацея""",(0622) 53-03-32,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, ул. Комарова 4",Отсутствует,Комунарский,Украина,50.46,"Аптека ""Фармако""",(061) 295-0442,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Одесса,"г. Одесса, ул. Конная, 34",Отсутствует,Приморский,Украина,50.46,Аптека Александра,(0482)42 90 11,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, бул. Центральный 26",Отсутствует,Орджоникидзевский,Украина,50.46,"Аптека ""У Фарма Трейд""",(061) 220-4767,30.50,Отсутствует,
Отсутствует,Полтава,"г. Полтава, ул. Калинина 47/11",Отсутствует,Отсутствует,Украина,50.46,"Аптека ""Триоль""",(05322) 19-672,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, ул. Кияшко 12",Отсутствует,Ленинский,Украина,50.46,"Аптека ""Топаз""",(061) 212-5539,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, просп. Ленина 11",Отсутствует,Жовтневый,Украина,50.46,"Аптека ""Теко-Фарм""",(061) 213-4801,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, просп. Ленина 208",Отсутствует,Жовтневый,Украина,50.46,"Аптека ""Тарас""",(061) 220-0033,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Дзержинского 83",Отсутствует,Жовтневый,Украина,50.46,"Аптека ""Фалби """,(061) 263-2158,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Верховинная, 69",Житомирская,Святошинский,Украина,50.46,"Аптека ""Оникс""","450-41-73, 450-93-13",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Щорса, 18",Печерская,Печерский,Украина,50.46,"Аптека ""Людмила Фарм""",261-82-71,30.50,Отсутствует,
Отсутствует,Кировоград,"г. Кировоград, ул. Калинина, 13",Отсутствует,Отсутствует,Украина,50.46,Аптека Арника и К,(0522) 22 58 04,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Комарова 12",Отсутствует,Комунарский,Украина,50.46,Аптека в детской клинической больнице №1,(0612) 962-021,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Тернополь,"г. Тернополь, ул. Князя Острожского, 43",Отсутствует,Отсутствует,Украина,50.46,Аптека Виктароль,(0352) 2-09-07,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, пр-кт. Бандеры, 92",Отсутствует,Отсутствует,Украина,50.46,Аптека Витас,(0352) 4-34-83,30.50,Отсутствует,
Отсутствует,Житомир,"г. Житомир, ул. Киевская, 87, Житомир",Отсутствует,Отсутствует,Украина,50.46,Аптека детских препаратов,(0412) 258-221,30.50,Отсутствует,
Отсутствует,Полтава,"г. Полтава, ул. Энгельса 27-а",Отсутствует,Отсутствует,Украина,50.46,"Аптека ""Элана""",(05322) 27-093,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Черкассы,"г. Черкассы, ул. Гагарина, 77",Отсутствует,Сосновский,Украина,50.46,"Аптека ""Экспо-фарм""",(0472) 54-23-76,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Львов,"г. Львов, ул. Франко Ивана, д. 22",Отсутствует,Галицкий,Украина,50.46,Аптека Зубицких,8 (0322) 724-857,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Оборонная, 28",Отсутствует,Отсутствует,Украина,50.46,Аптека Диалог,(0642) 54-46-70,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Филатова, д. 2",Отсутствует,Малиновский,Украина,50.46,Аптека Доброго Дня,(800) 500-1290,30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Дудикина 6-а",Отсутствует,Заводской,Украина,50.46,Аптека в детской поликлинике №6,(0612) 525-023,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Одесса,"г. Одесса, ул. Преображенская, д. 66",Отсутствует,Приморский,Украина,50.46,Аптека Доброго Дня,(800) 500-1290,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Тенистая, д. 9/12",Отсутствует,Приморский,Украина,50.46,Аптека Доброго Дня,(800) 500-1290,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Пантелеймоновская, д. 25",Отсутствует,Приморский,Украина,50.46,Аптека Доброго Дня,(800) 500-1290,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Шевченко Тараса, д. 358",Отсутствует,Шевченковский,Украина,50.46,Аптека Доброго Дня,8 (800) 500-1290,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Кафедральная, д. 3",Отсутствует,Галицкий,Украина,50.46,Аптека Доброго Дня,8 (800) 500-1290,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Троллейбусная, д. 4",Отсутствует,Отсутствует,Украина,50.46,Аптека Доброго Дня,(800) 500 12 90,30.50,Отсутствует,
Отсутствует,Хмельницкий,"г. Хмельницкий, ул. Грушевского, 63",Отсутствует,Отсутствует,Украина,50.46,Аптека для диабетиков,(03822) 90-112,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Князя Острожского, 16",Отсутствует,Отсутствует,Украина,50.46,Аптека Зубицких,(0352) 22-54-78,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Галицкая, д. 167",Отсутствует,Отсутствует,Украина,50.46,Аптека Зима,(0342) 58 22 44,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Белинского, 13, 3-й этаж",Отсутствует,Отсутствует,Украина,50.46,Аптека Зеленый свет,(0552) 26-36-70,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, пер. Спартаковский, 56",Отсутствует,Отсутствует,Украина,50.46,Аптека Зеленая планета,(0552) 45-47-10,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Левитана, д. 62",Отсутствует,Киевский,Украина,50.46,Аптека Зеленая аптека,(0482) 450-353,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Лавренёва, 4",Отсутствует,Отсутствует,Украина,50.46,Аптека Журавушка,(0552) 29-16-10; 38-02-07,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Оборонная, 1",Отсутствует,Отсутствует,Украина,50.46,Аптека Ермак,(0642) 53-51-04,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Пастера, д. 9",Отсутствует,Приморский,Украина,50.46,Аптека Елена,(048) 723-2446,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, пер. 2-й Студенческий, д. 16",Отсутствует,Приморский,Украина,50.46,Аптека Евгения,"(0482) 378-813, (0482) 378-913",30.50,Отсутствует,
Отсутствует,Запорожье,"г. Запорожье, ул. Шевченко 24",Отсутствует,Шевченковский,Украина,50.46,"Аптека ""Эдельвейс""",(061) 212-3645,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Винница,"г. Винница, ш. Хмельницкое, 82, оф. 511",Отсутствует,Ленинский,Украина,50.46,"Аптека ""ЧП Никодим""",(0432)43-91-92,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, ул. 8 Марта 62",Отсутствует,Шевченковский,Украина,50.46,"Аптека ""Цвики""",(061) 289-5681,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Коцюбинского, д. 35",Отсутствует,Вишенка,Украина,50.46,"Аптека ""Фарммаркет №6""",(0432) 275-635,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Винница,"г. Винница, ул. Козицкого, д. 51",Отсутствует,Кумбари,Украина,50.46,"Аптека ""Фарммаркет №18""",(0432) 551-280,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Киев,"г. Киев, ул. Нижний Вал, 33",Контрактовая площадь,Подольский,Украина,50.46,"Аптека ""Анна""",462-47-29,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Хмельницкое шоссе, д. 92",Отсутствует,Ленинский,Украина,50.46,"Аптека ""Фарммаркет № 3""",(0432) 560-163,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Днестровская, д. 65",Отсутствует,Отсутствует,Украина,50.46,Аптека Гранта,(0342) 55 91 57,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Туполева, 28",Сырец,Подольский,Украина,50.46,Аптека готовых лекарственных форм,442-04-92,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул.Дегтяревская, 23",Лукъяновская,Соломенский,Украина,50.46,Аптека городской инфекционной больницы,213-74-93,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, бул.Л.Украинки, 9",Печерская,Печерский,Украина,50.46,Аптека гормональных препаратов,"044 284-50-74,284-54-39, 284-23-99, 239-07-57, 239-07-59, 235-40-35, 573-32-55, 573-52-99, 520-05-35",30.50,Отсутствует,"На сегодняшний день во всех аптеках представлен широкий ассортимент медикаментов, действует система скидок, каждый имеет возможность в столе справок получить нужную информацию о применении того или иного препарата, узнать о новых препаратах, изменениях на фарм.рынке. В аптеке постоянно проводятся акции для покупателей: это подарки при покупке того или товара, презентация новых препаратов, возможность измерить давление,..."
Отсутствует,Запорожье,"г. Запорожье, просп. Металлургов 20",Отсутствует,Ленинский,Украина,50.46,"Аптека ""Фармотек""",(061) 212-1252,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Ленина, 1",Отсутствует,Отсутствует,Украина,50.46,Аптека Гедеон Рихтер,(0642) 52-72-00,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, пр. Генерала Ватутина, 2-в",Петровка,Шевченковcкий,Украина,50.46,Аптека гомеопатическая хозрасчетная,"512-62-35 (гомеопатический отдел), 216-94-11 (рецептурный отд.) 216-22-51 (заведующий)",30.50,Отсутствует,
Отсутствует,Сумы,"г. Сумы, пр-кт. Шевченко, 4",Отсутствует,Отсутствует,Украина,50.46,Аптека Ганза,,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Добровольского, 100",Отсутствует,Малиновский,Украина,50.46,Аптека Галицкая,(0482)54 64 05,30.50,Отсутствует,
Отсутствует,Кировоград,"г. Кировоград, пр-кт. Университетский, 2/5",Отсутствует,Отсутствует,Украина,50.46,Аптека Галеника,(0522) 22 39 26,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Садовая, д. 21",Отсутствует,Приморский,Украина,50.46,Аптека Гаевского и Поповского,(048) 722-2408,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Соборности, д. 14-а",Отсутствует,Отсутствует,Украина,50.46,Аптека Волыньфармсервис-2,(0332) 71-27-99,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, ул. Гордиюк, д. 39",Отсутствует,Отсутствует,Украина,50.46,Аптека Волыньфармимпекс,(0332) 72-12-33,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Независимости, д. 95",Отсутствует,Отсутствует,Украина,50.46,Аптека ВМ,(0342) 55 94 65,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Степовая, д. 52",Отсутствует,Малиновский,Украина,50.46,Аптека Доброго Дня,(800) 500-1290,30.50,Отсутствует,
Отсутствует,Винница,"г. Винница, ул. Келецкая, д. 66",Отсутствует,Вишенка,Украина,50.46,"Аптека ""Фарммаркет №16""",(0432) 560-077,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Одесса,"г. Одесса, ул. Терешковой Валентины, д. 54",Отсутствует,Малиновский,Украина,50.46,Аптека Гиппократ,(048) 762-0637,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, пл. Рынок, д. 2",Отсутствует,Отсутствует,Украина,50.46,Аптека Гедеон Рихтер,(0342) 55 23 18,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Преображенская, д. 27",Отсутствует,Приморский,Украина,50.46,Аптека Гелен,"(048) 725-7586, (0482) 347-036",30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Вышгородская, 31",Оболонь,Подольский,Украина,50.46,Аптека витаминного завода,"468-31-75, 468-00-56",30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Тенистая, д. 8",Отсутствует,Приморский,Украина,50.46,Аптека Витал,(048) 718-8858,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Хмельницкого Богдана, д. 5",Отсутствует,Малиновский,Украина,50.46,Аптека Вита-юг,(048) 728-2023,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Шолом-Алейхема, 2а",Черниговская,Деснянский,Украина,50.46,"Аптека ""Даша""",592-91-00,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, пер. Лермонтовский, д. 6",Отсутствует,Приморский,Украина,50.46,Аптека Витус,(048) 725-5385,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Академика Заболотного, д. 26",Отсутствует,Суворовский,Украина,50.46,Аптека Вита,(0482) 562-261,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, ул. Черняховского, 13",Отсутствует,Отсутствует,Украина,50.46,Аптека Вита,(0352) 43-15-90,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Академика Заболотного, д. 26",Отсутствует,Суворовский,Украина,50.46,Аптека Виспар,(0482) 561-116,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, пл. Привокзальная, д. 2",Отсутствует,Приморский,Украина,50.46,Аптека Виктория,(048) 727-4165,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Комарова, 1а",Отсутствует,Отсутствует,Украина,50.46,Аптека Вита №94,(0642) 52-32-40,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Солнечный, 3",Отсутствует,Отсутствует,Украина,50.46,Аптека Видар,(0642) 41-04-06,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Соломенская, 17",Вокзальная,Соломенский,Украина,50.46,"Аптека ""Максвита""",276-75-34,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Градусова, 12",Отсутствует,Отсутствует,Украина,50.46,Аптека ВДО,(0642) 49-06-08,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Восточный, 20 а",Отсутствует,Отсутствует,Украина,50.46,Аптека Веста,,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Коцюбинского, 8",Отсутствует,Отсутствует,Украина,50.46,Аптека Ваш доктор,(0642) 34-31-30,30.50,Отсутствует,
Отсутствует,Ровно,"г. Ровно, ул.Степана Бандеры, д. 65",Отсутствует,Отсутствует,Украина,50.46,Аптека Віса,(0362) 23 62 20,30.50,Отсутствует,
Отсутствует,Днепропетровск,"г. Днепропетровск, ул. Леваневского, 10",Вокзальная,Красногвардейский,Украина,50.46,Аптека В-плюс,770-30-15,30.50,Отсутствует,"Аптечная сеть предоставляет бесплатные услуги по измерению АД, консультации врача, заказ и доставку в лечебные учреждения лекарственных средств и предметов медицинского назначения по телефону."
Отсутствует,Запорожье,"г. Запорожье, ул. Горького 32-а",Отсутствует,Жовтневый,Украина,50.46,Аптека в детской поликлинике №7,(0612) 645-629,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Запорожье,"г. Запорожье, ул. Правды 32",Отсутствует,Орджоникидзевский,Украина,50.46,Аптека в детской больнице №2,(0612) 336-139,30.50,Отсутствует,Медицинские услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Одесса,"г. Одесса, ул. Канатная, д. 27",Отсутствует,Приморский,Украина,50.46,Аптека БРК-фарм,(048) 722-3344,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Мира, 17",Васильковская,Соломенский,Украина,50.46,Аптека Борщаговского ХФЗ,401-06-08,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Мира, 17",Шулявская,Святошинский,Украина,50.46,Аптека Борщаговского ХФЗ,"471-06-07, 471-06-08",30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Малиновского, д. 9",Отсутствует,Малиновский,Украина,50.46,Аптека Благо,(0482) 698-125,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, ул. Украинки Леси, д. 38",Отсутствует,Отсутствует,Украина,50.46,Аптека Беладонна,(0332) 72-54-20,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Королева, 33",Отсутствует,Отсутствует,Украина,50.46,Аптека Беркут,(0642) 46-12-22,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул.Парижской Коммуны, 37",Отсутствует,Приднепровский,Украина,50.46,Аптека Биокон,"(0472) 54-41-08, 54-40-01",30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Тернополь,"г. Тернополь, ул. Тарнавского, 7",Отсутствует,Отсутствует,Украина,50.46,Аптека Барвинок,(0352) 26-58-07,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Ефимова, д. 13",Отсутствует,Малиновский,Украина,50.46,Аптека Баймет,(0482) 491-847,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Пантелеймоновская, д. 64",Отсутствует,Приморский,Украина,50.46,Аптека Атланта-фарм,(048) 777-8823,30.50,Отсутствует,
Отсутствует,Луцк,"г. Луцк, пр-т Возрождения, д. 41-б/1",Отсутствует,Отсутствует,Украина,50.46,Аптека Астрон,(0332) 78-80-06,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Академика Заболотного, д. 54, корпус 2",Отсутствует,Суворовский,Украина,50.46,Аптека Астра,(048) 711-0328,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Тираспольское, д. 25",Отсутствует,Малиновский,Украина,50.46,Аптека Асвіт,(0482) 302-050,30.50,Отсутствует,
Отсутствует,Кировоград,"г. Кировоград, ул. Тимирязева, 66",Отсутствует,Отсутствует,Украина,50.46,Аптека Артур и К,(0522) 32 05 54,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Петлюры Симона, д. 17",Отсутствует,Железнодорожный,Украина,50.46,Аптека Арония,8 (0322) 622-078,30.50,Отсутствует,
Отсутствует,Черкассы,"г. Черкассы, ул. Гоголя, 266",Отсутствует,Приднепровский,Украина,50.46,Аптека Арника-люкс,(0472) 32-11-56,30.50,Отсутствует,Предоставляемые услуги: медицинские препараты предметы личной гигиены лечебная косметика лекарства лекарственные средства таблетки антибиотики витамины
Отсутствует,Одесса,"г. Одесса, пр-т Академика Глушко, д. 9",Отсутствует,Киевский,Украина,50.46,Аптека Арника,(048) 714-2914,30.50,Отсутствует,
Отсутствует,Сумы,"г. Сумы, ул. Засумская, 5",Отсутствует,Отсутствует,Украина,50.46,Аптека Арника,(054) 22-22-23,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Пушкинская, д. 73",Отсутствует,Приморский,Украина,50.46,Аптека Армтрейд,(048) 715-5696,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Новопромышленная, 3",Отсутствует,Отсутствует,Украина,50.46,Аптека Валидус,(0642) 42-09-74,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Заречный, 6",Отсутствует,Отсутствует,Украина,50.46,Аптека Ареанс,(0642) 32-47-82,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Волгоградская, 3",Олимпийская,Соломенский,Украина,50.46,Аптека АО “Лекхим”,277-41-88 (рецептурный отд.),30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Волгоградская, 60а",Отсутствует,Отсутствует,Украина,50.46,Аптека Антей Фарма,(0642) 49-10-05,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Волкова, 39",Отсутствует,Отсутствует,Украина,50.46,Аптека аптечного городского комунального предприятия,(0642) 47-33-40,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Чукарина, д. 9",Отсутствует,Сиховский,Украина,50.46,Аптека Анна,8 (032) 222-5517,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Еременко, 7",Отсутствует,Отсутствует,Украина,50.46,Аптека Вита №95,(0642) 55-39-54,30.50,Отсутствует,
Отсутствует,Ровно,"г. Ровно, ул. Ровенская, д. 1",Отсутствует,Отсутствует,Украина,50.46,Аптека Антарес,(0362) 20 35 03,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Староеврейская, д. 19-а",Отсутствует,Галицкий,Украина,50.46,Аптека Верес,8 (0322) 797-506,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Троицкая, 38",Отсутствует,Приморский,Украина,50.46,Аптека Гомеопат,(0482)728 68 3,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Котельникова, 11",Отсутствует,Отсутствует,Украина,50.46,Аптека Латер,(0642) 57-36-54,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Лычаковская, д. 3",Отсутствует,Лычаковский,Украина,50.46,Аптека Матери и Ребенка,8 (0322) 765-557,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Воробьёва, д. 5",Отсутствует,Малиновский,Украина,50.46,Аптека Мария,(0482) 232-695,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Днистровская, д. 65",Отсутствует,Отсутствует,Украина,50.46,Аптека Медсестра-Фарм,(0342) 52 88 39,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Степной, 5",Отсутствует,Отсутствует,Украина,50.46,Аптека межбольничная №374 гомеопатическая,(0642) 32-67-70,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Канатная, д. 100, корпус 4",Отсутствует,Приморский,Украина,50.46,Аптека Интермедсервис,(0482) 320-535,30.50,Отсутствует,
Отсутствует,Львов,"г. Львов, ул. Черниговская, д. 7",Отсутствует,Лычаковский,Украина,50.46,Аптека Геруда,8 (0322) 796-472,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Артема, 11",Отсутствует,Отсутствует,Украина,50.46,Аптека Мелисса,(0642) 57-43-88,30.50,Отсутствует,
Отсутствует,Херсон,"г. Херсон, ул. Илюши Кулика, д. 131",Отсутствует,Отсутствует,Украина,50.46,Аптека на ул. И. Кулика,(0552) 51-71-80,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Довженко, 8",Отсутствует,Приморский,Украина,50.46,Аптека Ольвия,(0482)68 35 53,30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, ул. Маршала Малиновского, д. 71",Отсутствует,Малиновский,Украина,50.46,Аптека Перовит,"(0482) 641-670, (048) 719-8517",30.50,Отсутствует,
Отсутствует,Одесса,"г. Одесса, пр-т Академика Глушко, д. 12",Отсутствует,Киевский,Украина,50.46,Аптека Панацея,(0482) 420-387,30.50,Отсутствует,
Отсутствует,Тернополь,"г. Тернополь, бул. Кулиша, 1",Отсутствует,Отсутствует,Украина,50.46,Аптека Панацея,(0352) 26-54-66,30.50,Отсутствует,
Отсутствует,Николаев,"г. Николаев, ул. Пушкинская, д.1",Отсутствует,Отсутствует,Украина,50.46,Аптека Панацея,(0512) 37 58 04,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Гетьмана Мазепы, д. 3",Отсутствует,Отсутствует,Украина,50.46,Аптека Официна,(0342) 52 88 39,30.50,Отсутствует,
Отсутствует,Луганск,"г. Луганск, ул. Ватутина, 24",Отсутствует,Отсутствует,Украина,50.46,Аптека Оптимус,(0642) 46-60-93,30.50,Отсутствует,
Отсутствует,Ивано-Франковск,"г. Ивано-Франковск, ул. Мира, д. 88",Отсутствует,Отсутствует,Украина,50.46,Аптека Оптима-Фарм,(0342) 77 32 80,30.50,Отсутствует,
Отсутствует,Киев,"г. Киев, ул. Ярославская, 5/2",Контрактовая площадь,Подольский,Украина,50.46,"Аптека ООО ""Оффицина""",417-73-16 (заведующий) 417-81-19 (рецептурный отд),30.50,Отсутствует,
